909814791388008448;2017-09-18 16:22:04;Manhattan, NY;40.780709;-73.9685415;Why am I so hungry today 🤐🤐🤐 lunch where you at
909814791342043137;2017-09-18 16:22:04;Connecticut, USA;41.500753;-72.757385;@AndyCarlsonShow @KFUCKINGP Makes millions when he should be in prison, still buys his clothes at Target.
909814791153356801;2017-09-18 16:22:04;Brooklyn, NY;40.655138;-73.9487755;Today in Atrocities of Photoshop #datneck https://t.co/Xy8BWOQqss
909814790217961474;2017-09-18 16:22:04;Manhattan, NY;40.780709;-73.9685415;Need a snack? Stack 'em high! @jeaniuseats knows how it's done! https://t.co/MTIuPUl2XD
909814793095323649;2017-09-18 16:22:04;Manhattan, NY;40.780709;-73.9685415;Guys I have a job interview tomorrow! Send me good vibes!!!
909814796698243074;2017-09-18 16:22:05;Bronx, NY;40.8503475;-73.8494415;ignoring calls I used to pick up on the first ring🤷🏻‍♀️
909814797671247872;2017-09-18 16:22:05;Manhattan, NY;40.780709;-73.9685415;CNt stop listening to adult jazz
909814799940423687;2017-09-18 16:22:06;Brooklyn, NY;40.655138;-73.9487755;"@theswordcom Why do I have ""Little Respect (If Any) For Porn Actors, Especially Black Ones""?https://t.co/NMmD8VtuVn"
909814800015912960;2017-09-18 16:22:06;Croton-on-Hudson, NY;41.251326;-73.8972405;The walls are missing so many games. Like damn I though the mall's Wii section was bad, I had no idea
909814800636669954;2017-09-18 16:22:06;Brooklyn, NY;40.655138;-73.9487755;love u my girl 😘💋💋 https://t.co/26IDH883iF
909814801429385216;2017-09-18 16:22:06;Manhattan, NY;40.780709;-73.9685415;@_AlexisBreanneS did you see the video too? Smhh
909814803887247360;2017-09-18 16:22:07;Manhattan, NY;40.780709;-73.9685415;The Game of Thrones/Harry Potter crossover we all needed. https://t.co/yieJ2JfRGW
909814806873608193;2017-09-18 16:22:08;Bronx, NY;40.8503475;-73.8494415;@lindleyloo here's a birthday joke for you: Why won't anyone eat the dog's birthday cake? Because he always slobber out the candles!
909814821633368065;2017-09-18 16:22:11;Little Falls, NJ;40.876077;-74.22274250000001;@jdickersonjr  happy birthday homie
909814824879538176;2017-09-18 16:22:12;Manhattan, NY;40.7524183;-73.977933;Swiping left or swiping right? #streetphotography #nofilter #sinfiltro #documentaryphotography… https://t.co/DuZBk3kUnl
909814827262054400;2017-09-18 16:22:13;Manhattan, NY;40.780709;-73.9685415;@azizansari where's your speech? :/
909814830760067072;2017-09-18 16:22:13;New York, USA;42.746617;-75.77004099999999;How cute. https://t.co/2MTfeIZFOk
909814833150873600;2017-09-18 16:22:14;Manhattan, NY;40.780709;-73.9685415;There is no job security Charles. #Ballers
